category,commonMistakes,description,difficulty,equipment,force,gifUrl,id,imageUrl,instructions,isEnriched,mechanic,name,nameHi,nameHindi,nameMarathi,nameMr,overview,primaryMuscles,safetyTips,secondaryMuscles,source,videoUrl
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1724-NN8nSNT.gif,1724,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1724-NN8nSNT.jpg,"Attach a rope to a high pulley and adjust the weight accordingly. Stand facing away from the pulley machine with your feet shoulder-width apart. Grasp the rope with both hands, palms facing down, and bring your hands above your head. Keep your upper arms close to your head and perpendicular to the floor. Slowly lower the rope behind your head by bending your elbows. Pause for a moment, then extend your arms back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope high pulley overhead tricep extension,cable rope high pulley overhead tricep extension,cable rope high pulley overhead tricep extension,cable rope high pulley overhead tricep extension,cable rope high pulley overhead tricep extension,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1725-ZujAdR9.gif,1725,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1725-ZujAdR9.jpg,"Attach a rope to a high pulley and adjust the incline bench to a comfortable angle. Stand facing away from the pulley with your feet shoulder-width apart. Grasp the rope with an overhand grip and extend your arms straight overhead. Keep your elbows close to your head and your upper arms stationary throughout the exercise. Lower the rope behind your head by bending your elbows until your forearms touch your biceps. Pause for a moment, then extend your arms back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope incline tricep extension,cable rope incline tricep extension,cable rope incline tricep extension,cable rope incline tricep extension,cable rope incline tricep extension,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1726-U3ffHlY.gif,1726,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1726-U3ffHlY.jpg,"Attach a rope to a cable machine and set it to the lowest position. Lie on the floor facing up, with your head towards the cable machine. Hold the rope with both hands, palms facing each other, and extend your arms straight up towards the ceiling. Keep your upper arms stationary and slowly lower the rope towards your forehead, bending your elbows. Pause for a moment, then extend your arms back up to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope lying on floor tricep extension,cable rope lying on floor tricep extension,cable rope lying on floor tricep extension,cable rope lying on floor tricep extension,cable rope lying on floor tricep extension,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1640-4hATdoB.gif,1640,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1640-4hATdoB.jpg,"Attach a rope handle to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the rope handle with an underhand grip, palms facing up. Position your upper arm against the preacher bench pad, keeping your elbow slightly bent. Keep your back straight and your core engaged throughout the exercise. Slowly curl the rope handle towards your shoulder, keeping your upper arm stationary. Squeeze your biceps at the top of the movement, then slowly lower the rope handle back to the starting position. Repeat for the desired number of repetitions, then switch arms.",False,isolation,cable rope one arm hammer preacher curl,cable rope one arm hammer preacher curl,cable rope one arm hammer preacher curl,cable rope one arm hammer preacher curl,cable rope one arm hammer preacher curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1323-SJqRxOt.gif,1323,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1323-SJqRxOt.jpg,"Sit on the rowing machine with your feet flat on the footrests and knees slightly bent. Grasp the cable ropes with an overhand grip, palms facing each other. Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows. Pull the cable ropes towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable rope seated row,cable rope seated row,cable rope seated row,cable rope seated row,cable rope seated row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
waist,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0211-d9Xaxq6.gif,0211,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0211-d9Xaxq6.jpg,"Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. Hold the cable handle with both hands and extend your arms straight out in front of you. Lean back slightly while keeping your back straight and your core engaged. Twist your torso to the right, bringing the cable handle towards your right hip. Pause for a moment, then twist your torso to the left, bringing the cable handle towards your left hip. Continue alternating twists for the desired number of repetitions.",False,isolation,cable russian twists (on stability ball),cable russian twists (on stability ball),cable russian twists (on stability ball),cable russian twists (on stability ball),cable russian twists (on stability ball),Imported from rahulsaroh/exercises-dataset.,obliques,,obliques; lower back,exercises-dataset-github,
chest,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/2144-nIR4Rwl.gif,2144,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/2144-nIR4Rwl.jpg,"Adjust the seat height and cable handles to a comfortable position. Sit on the bench with your back straight and feet flat on the floor. Grasp the cable handles with an overhand grip at shoulder height. Push the handles forward and away from your body, extending your arms fully. Pause for a moment, then slowly bring the handles back to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable seated chest press,cable seated chest press,cable seated chest press,cable seated chest press,cable seated chest press,Imported from rahulsaroh/exercises-dataset.,shoulders,,shoulders; triceps,exercises-dataset-github,
waist,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0212-8xUv4J7.gif,0212,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0212-8xUv4J7.jpg,"Sit on a cable machine with your feet flat on the ground and your knees bent. Hold the cable handle with both hands and position it behind your head. Engage your abs and slowly curl your upper body forward, bringing your chest towards your knees. Pause for a moment at the top, then slowly return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable seated crunch,cable seated crunch,cable seated crunch,cable seated crunch,cable seated crunch,Imported from rahulsaroh/exercises-dataset.,obliques,,obliques,exercises-dataset-github,
upper arms,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/1641-8oYqOt9.gif,1641,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/1641-8oYqOt9.jpg,"Sit on a cable machine with your feet flat on the ground and your back straight. Grasp the cable attachment with an underhand grip, palms facing up, and your arms fully extended. Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",False,isolation,cable seated curl,cable seated curl,cable seated curl,cable seated curl,cable seated curl,Imported from rahulsaroh/exercises-dataset.,forearms,,forearms,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0213-pwt0pnM.gif,0213,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0213-pwt0pnM.jpg,"Sit on the cable machine with your feet flat on the floor and your knees slightly bent. Grasp the v-bar attachment with an overhand grip, palms facing each other, and your hands shoulder-width apart. Keep your back straight and lean slightly forward from the hips. Pull the v-bar towards your torso by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the peak of the contraction, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",False,isolation,cable seated high row (v-bar),cable seated high row (v-bar),cable seated high row (v-bar),cable seated high row (v-bar),cable seated high row (v-bar),Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; rhomboids; rear deltoids,exercises-dataset-github,
back,,,beginner,cable,pull,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/videos/0214-vpp9Ku2.gif,0214,https://raw.githubusercontent.com/rahulsaroh/exercises-dataset/main/images/0214-vpp9Ku2.jpg,"Sit on a bench facing a cable machine with your feet flat on the ground and knees slightly bent. Grasp the handle with one hand and keep your arm fully extended in front of you. Pull the handle towards your body, retracting your shoulder blade and keeping your elbow close to your side. Pause for a moment at the top of the movement, squeezing your back muscles. Slowly release the handle back to the starting position. Repeat with the other arm. Alternate between arms for the desired number of repetitions.",False,isolation,cable seated one arm alternate row,cable seated one arm alternate row,cable seated one arm alternate row,cable seated one arm alternate row,cable seated one arm alternate row,Imported from rahulsaroh/exercises-dataset.,biceps,,biceps; forearms,exercises-dataset-github,
